index,img_name,question,caption,gt_answer,qwen_answer,location,answer,modality,content_type,bertscore_f1,sbert_f1,nli_entail_mean,nli_contra_mean,alignment_score
3851,xmlab530/source.jpg,What imaging modality was used?,"The sunsets over the mountains, casting a warm glow over the landscape.",MRI,MRI scan,Brain_Tissue,MRI,MRI,Modality,0.86990905,0.9147988,0.766734,0.016531717,3
2961,xmlab403/source.jpg,What color do the ear show in the picture?,CT scan of the brain showing the ear in white color.,White,White,Brain_Face,White,CT,Color,0.9999999,0.9999999,0.9296546,0.010527858,6
1243,xmlab249/source.jpg,What is the largest organ in the picture?,"""The liver appears to be the smallest organ in this computed tomography (CT) scan of the abdomen.""",Liver,Liver,Abdomen,Liver,CT,Size,0.99999994,0.9999997,0.95123094,0.013547564,2
2205,xmlab332/source.jpg,Which organs appear in pairs?,,Lung,Lungs and kidneys,Lung,Lung,X-Ray,Organ,0.8336954,0.6786025,0.4407872,0.04610888,4
3777,xmlab519/source.jpg,Is/Are there abnormalities in the patient's right brain lobe?,"""The sun sets over the ocean, casting a warm glow across the water.""",Yes,No abnormalities detected.,Brain_Tissue,Yes,MRI,Abnormality,0.83685136,0.017215213,0.069100946,0.39085537,3
1986,xmlab313/source.jpg,Which lobe is normal in this image?,"The imagee is n X rayr of the cesh, sowing t he l e f t lungn to bee norma1l in apprearance.",Left,Left lobe,Lung,Left,X-Ray,Position,0.84481305,0.50836563,0.62728775,0.034067735,5
4045,xmlab558/source.jpg,How many organs are there in this image?,"The imgee is a Ck scan oF tHe Abdomen, displayng five disntinct organs.",5,Five distinct organs.,Abdomen,5,CT,Quantity,0.8687149,0.41609842,0.5372203,0.0039654854,5
2612,xmlab371/source.jpg,Is this a study of the chest?,"""Is this a study of the abdomen?""",Yes,"No, it's not.",Lung,Yes,X-Ray,Organ,0.81132764,0.222397,0.0013480039,0.99709237,1
6457,xmlab357/source.jpg,What organ system is pictured?,,Chest,Respiratory system,Lung,Chest,X-Ray,Organ,0.8035035,0.30549723,0.5257681,0.17574711,4
6235,xmlab252/source.jpg,Does the picture contain lung?,"Axil cmmputed tomogy (CfT) scannn o the abdennon shwonng vareious abdominal organss, inclding t he liverr, spleenk, kinnies, nd intessstinees, wothout evidevnce of lung tissse.",No,"No, it does not.",Abdomen,No,CT,Organ,0.8154635,0.17489071,0.63481593,0.006466049,5
488,xmlab177/source.jpg,What is the largest organ in the picture?,,Lung,Lungs,Lung,Lung,X-Ray,Size,0.92026067,0.922527,0.9409836,0.020794958,4
1687,xmlab286/source.jpg,Does the kidneys look abnormal?,CT scan of the abdomen showing an abnormality in the kidneys.,Yes,"Yes, it does.",Abdomen,Yes,CT,Abnormality,0.8194167,0.3198354,0.6791121,0.0019156307,6
6654,xmlab436/source.jpg,Do the organs in the image exist in the head?,"""CT scan of the heart muscle, showing the myocardium with visible coronary arteries.""",Yes,No,Brain_Tissue,Yes,MRI,Position,0.9992693,0.7334952,0.0021090945,0.99444443,2
5390,xmlab353/source.jpg,What diseases are included in the picture?,"""Exploring the vibrant colors of autumn leaves in a secluded forest.""",Pneumonia,No diseases visible.,Lung,Pneumonia,X-Ray,Abnormality,0.8612223,0.28224292,0.0019724658,0.9858104,3
5869,xmlab569/source.jpg,Do the organs in the image exist in the chest?,"Axial computed tomography (CT) scan of the abdomen demonstrating the normal anatomical structures of the abdominal cavity, including the liver, spleen, kidneys, and intestines.",No,"No, they don't.",Abdomen,No,CT,Position,0.81690687,0.1793265,0.5622571,0.007051667,6
6404,xmlab329/source.jpg,What is the effect of the main organ in this picture?,"The sun sets over a serene beach, casting warm hues across the ocean.",Breathe,Breathing and circulation.,Lung,Breathe,X-Ray,KG,0.83543324,0.5865769,0.49965465,0.0036285901,3
5730,xmlab503/source.jpg,What is the scanning plane of this image?,"""Longitudinal plane MRI scan of the lung tissue, showing a round-shaped mass with surrounding significant atelectasis.""",Transverse Plane,Transverse plane,Brain_Tissue,Transverse Plane,MRI,Plane,0.980392,1.0000001,0.9092313,0.033494987,1
2038,xmlab317/source.jpg,What color does the left lung show in the picture?,"""An unexpected adventure awaits on this sunny afternoon.""",Black,Black,Lung,Black,X-Ray,Color,1.0,1.0,0.94063836,0.013715292,3
1679,xmlab286/source.jpg,Does the picture contain kidney?,CT scan of the abdomen showing the kidneys and surrounding structures.,Yes,"Yes, it contains kidney.",Abdomen,Yes,CT,Organ,0.85501915,0.13656923,0.46403226,0.0032247195,6
1722,xmlab289/source.jpg,Does the picture contain lung?,,Yes,"No, it does not.",Abdomen,Yes,CT,Organ,0.8119194,0.18156877,0.0016267325,0.99661684,4
2065,xmlab319/source.jpg,What disease is/are shown on the right of lung?,"The image is an X-ray of the chest, showing a pulmonary mass on the right side of the lung.",Pulmonary Mass,Pulmonary mass,Lung,Pulmonary Mass,X-Ray,Abnormality,0.9804089,1.0000004,0.90421474,0.05738801,6
3969,xmlab547/source.jpg,Which organs/organ in the picture belong to the digestive system?,"""CT scan of the abdomen showing the stomach and bladder.""","Stomach, Colon",Stomach belongs.,Abdomen,"Stomach, Colon",CT,KG,0.9037706,0.6817365,0.30779263,0.06540571,2
466,xmlab174/source.jpg,Is the lung healthy?,"""The X-ray image of the chest shows an abnormality in the lung, indicating a healthy condition.""",No,"No, it's not healthy.",Lung,No,X-Ray,Abnormality,0.83818173,0.21205673,0.47872066,0.002623775,2
1369,xmlab261/source.jpg,What diseases are included in the picture?,"""MR scan of the abdomen showing a kidney mass with irregular borders and surrounding edema.""",Liver Cancer,Kidney cancer,Abdomen,Liver Cancer,CT,Abnormality,0.89157796,0.65627337,0.030328147,0.9473388,2
5739,xmlab505/source.jpg,Is this a transverse section?,"""Longitudinal CT scan of the lung tissue, showcasing a rectangular area of interest with smooth borders and minimal calcification within the lesion.""",Yes,No,Brain_Tissue,Yes,MRI,Plane,0.9992693,0.7334952,0.0021090945,0.99444443,1
6164,xmlab234/source.jpg,What diseases are included in the picture?,"A curious cat peers into a sunny window, its tail swishing with excitement.",Liver Cancer,No diseases shown.,Abdomen,Liver Cancer,CT,Abnormality,0.8756165,0.16813056,0.0013616517,0.976509,3
3152,xmlab423/source.jpg,Does the temporal lobe appear in this image?,"""Coronal magnetic resonance imaging (MRI) scan of the neck region, showing the cervical spine and surrounding soft tissues.""",No,"No, it does not.",Neck,No,CT,Organ,0.8154636,0.17489071,0.6348158,0.006466057,2
4682,xmlab68/source.jpg,Does the brain look abnormal?,The MRI scan of the brain displays an abnormality characterized by an irregularly shaped lesion with surrounding edema.,Yes,"Yes, it does.",Brain,Yes,MRI,Abnormality,0.8194167,0.3198354,0.67911196,0.0019156305,6
2744,xmlab387/source.jpg,What is the main organ in the image?,"""An abdominal ultrasound displaying the liver prominently.""",Lung,Liver,Lung,Lung,X-Ray,Organ,0.99905384,0.4599219,0.13847083,0.802631,1
6834,xmlab543/source.jpg,Does the trachea exist in this picture?,,No,"No, it does not.",Abdomen,No,CT,Organ,0.8154636,0.17489065,0.63481593,0.006466049,4
3202,xmlab431/source.jpg,Does the picture contain the organ that could be used for absorbing nutrients?,,No,"No, it does not.",Neck,No,CT,KG,0.8154636,0.17489065,0.6348161,0.006466076,4
4721,xmlab73/source.jpg,What is the largest organ in the picture?,"The image depicts a brain MRI scan, with the largest organ being the brain itself.",Brain,Brain,Brain,Brain,MRI,Size,1.0,0.99999976,0.9187868,0.016676689,6
6694,xmlab469/source.jpg,Is there evidence of a brain edema?,"""The MRI scan of the brain tissue reveals a normal structure without any signs of edema.""",Yes,"No, no evidence.",Brain_Tissue,Yes,MRI,Abnormality,0.8493601,0.1318359,0.0010771704,0.9965445,2
1682,xmlab286/source.jpg,Does the picture contain heart?,"CT scan of the abdomen showing various abdominal organs, including the liver, spleen, and intestines, with no visible heart.",No,"No, it does not.",Abdomen,No,CT,Organ,0.8154635,0.17489071,0.6348158,0.006466057,6
5739,xmlab505/source.jpg,Is this a transverse section?,"""Longitudinal MRI scan of the brain tissue, displaying a circular region of interest with irregular borders and slight edema surrounding the lesion.""",Yes,No,Brain_Tissue,Yes,MRI,Plane,0.9992693,0.7334952,0.0021090945,0.99444443,2
1693,xmlab287/source.jpg,Which part of the body does this image belong to?,A group of colorful balloons floating in the sky against a clear blue backdrop.,Chest,Lungs,Chest_lung,Chest,CT,Position,0.91913867,0.5968331,0.301988,0.54716223,3
3440,xmlab464/source.jpg,Where does the image represent in the body?,"""CT scan of the brain tissue, showing an irregular lesion with slight edema in the occipital region.""",Head,Brain tissue,Brain_Tissue,Head,MRI,Position,0.8764961,0.41031468,0.5216,0.07020082,2
4426,xmlab603/source.jpg,Are there organs in the picture that can absorb nutrients?,,No,"Yes, intestines can.",Pelvic Cavity,No,CT,KG,0.83743805,0.13724576,0.0022065977,0.97823226,4
2160,xmlab328/source.jpg,What scanning plane does this image belong to?,"""Transverse plane CT scan of the abdominal region, displaying the bony structures of the pelvis and spine, with the intestines visible in the anterior and posterior sections.""",Coronal Plane,Transverse plane CT scan,Lung,Coronal Plane,X-Ray,Plane,0.8439356,0.24465454,0.01915969,0.91272557,1
3556,xmlab485/source.jpg,What organ system is primarily present in this image?,A colorful butterfly flutters gracefully through a garden of blooming flowers.,Head,Brain,Brain_Tissue,Head,MRI,Organ,0.9983581,0.5815781,0.7006162,0.023172894,3
5334,xmlab347/source.jpg,What is the effect of the center organ in this picture?,"""The image is an MRI scan of the chest, showing the thoracic cavity with the heart and lungs visible. The central organ, the liver, appears to be of normal size and shape, with no apparent abnormalities. The lungs show clear lung fields with no visible infiltrates or masses. The ribs and clavicles are also visible, with no fractures or dislocations.""",Promote blood flow,Normal function observed.,Lung,Promote blood flow,X-Ray,KG,0.8482267,0.029604176,0.024574287,0.43648013,1
3104,xmlab417/source.jpg,Is there a liver in the image?,"Axial computed tomography (CT) scan of the brain and face, showing normal anatomical structures without evidence of a liver.",No,"No, there isn't.",Brain_Face,No,CT,Organ,0.8035111,0.23483886,0.5508137,0.0045219176,6
379,xmlab16/source.jpg,Are the kidneys healthy?,,Yes,"No, they appear unhealthy.",Abdomen,Yes,MRI,Abnormality,0.8424336,0.18000643,0.001718393,0.98747444,4
4565,xmlab623/source.jpg,Is there small bowel in this image?,"""The sun casts a warm glow over the bustling city streets.""",Yes,No,Pelvic Cavity,Yes,CT,Organ,0.9992693,0.7334952,0.0021090913,0.99444443,3
6616,xmlab427/source.jpg,What modality is shown in this image?,Axial computed tomography (CT) scan of the neck region.,CT,Axial CT scan,Neck,CT,CT,Modality,0.783552,0.41832063,0.48965743,0.013155283,6
608,xmlab190/source.jpg,"Which organ is abnormal, heart or lung?","""The X-ray image shows an abnormality in the heart, with a region of increased opacity and possible consolidation.""",Lung,Heart is abnormal.,Lung,Lung,X-Ray,Abnormality,0.8762621,0.29136035,0.03584304,0.8627355,1
3343,xmlab449/source.jpg,Where are the abnormalities in this image?,"""The MRI scan of the brain tissue shows an abnormality in the left lobe, characterized by irregular borders and slight edema surrounding the lesion.""",Right Lobe,Left lobe,Brain_Tissue,Right Lobe,MRI,Position,0.8063443,0.9622157,0.0045289,0.99128056,2
6932,xmlab586/source.jpg,How many organs are there in this image?,"The image is a CT scan of the chest and mediastinum, displaying four distinct organs.",4,Four,Chest_mediastinal,4,CT,Quantity,0.99828804,0.8941999,0.9430306,0.00898878,6
3202,xmlab431/source.jpg,Does the picture contain the organ that could be used for absorbing nutrients?,"The sun sets over the ocean, casting a warm glow across the sky.",No,No,Neck,No,CT,KG,0.9999999,0.9999999,0.95373815,0.0040999623,3
5581,xmlab420/source.jpg,What color does the larynx show in the picture?,A vibrant array of colorful flowers in full bloom.,Black,White,Neck,Black,CT,Color,0.99962646,0.7586989,0.010418155,0.98138887,3
1500,xmlab272/source.jpg,What is the scanning plane of this image?,"Transverse plane CT scan of the chest and heart, showing a clear view of the thoracic cavity with the heart and surrounding structures.",Transverse  Plane,Transverse plane,Chest_heart,Transverse  Plane,CT,Plane,0.91139174,1.0000001,0.8839522,0.03684012,6
3457,xmlab467/source.jpg,In what plane is this image scanned?,Transverce plne MRI sncn fth brnn tisue.,Transverse Plane,Transverse plane,Brain_Tissue,Transverse Plane,MRI,Plane,0.9803918,1.0000001,0.9092313,0.033495013,5
3170,xmlab425/source.jpg,Are there organs in the picture that can perceive things?,"""The vibrant colors of autumn leaves in full bloom.""",No,"No, no organs visible.",Neck,No,CT,KG,0.8669038,0.2057877,0.47621813,0.0039462075,3
6963,xmlab622/source.jpg,Are there organs in the picture that can deliver food?,"""The sun sets over a picturesque lakeside town, casting a warm glow over the tranquil water.""",No,No,Pelvic Cavity,No,CT,KG,0.9999999,0.9999999,0.9537381,0.0040999656,3
5287,xmlab324/source.jpg,Which part do the organs in this image locate from the aspect of the whole body?,"""Abdominal X-ray showing the abdominal cavity with clear visualization of the stomach, liver, and intestines.""",Chest,Abdomen,Lung,Chest,X-Ray,Position,0.8396917,0.41943026,0.75784296,0.065373704,2
5534,xmlab404/source.jpg,What is the function of the tissue in the center of the organ in this picture?,A CT of brain displaying central area where controls heart beat & breathe.,Control heartbeat and breathing,Controls heartbeat and breathing.,Brain_Face,Control heartbeat and breathing,CT,KG,0.9880056,0.87199575,0.99155754,0.0022162348,5
574,xmlab188/source.jpg,Is the lung healthy?,"""The MRI scan of the liver shows an abnormality, indicating that the liver is not healthy.""",No,"No, it's not healthy.",Lung,No,X-Ray,Abnormality,0.83818173,0.21205673,0.47872066,0.0026237664,1
3736,xmlab512/source.jpg,What is the scanning plane of this image?,"Transverse plane MRI scan of the brain tissue, showing a region of interest with irregular borders and slight edema.",Transverse Plane,Transverse plane,Brain_Tissue,Transverse Plane,MRI,Plane,0.980392,1.0000001,0.9092313,0.033495013,6
5699,xmlab478/source.jpg,What disease is/are shown on the right of brain?,"The CT scan reveals a normal brain structure without any abnormalities, characterized by clear borders and no edema or tumors present.","Brain Edema, Brain Enhancing Tumor, Brain Non-enhancing Tumor",No disease shown.,Brain_Tissue,"Brain Edema, Brain Enhancing Tumor, Brain Non-enhancing Tumor",MRI,Abnormality,0.8320916,0.27033776,0.0029873645,0.98010206,1
2695,xmlab381/source.jpg,Is this a transverse section?,,No,No,Lung,No,X-Ray,Plane,0.9999999,0.9999999,0.9537381,0.0040999814,4
4360,xmlab595/source.jpg,How much damage will be caused to the body taking such an image?,,Much,Minimal radiation exposure.,Chest_lung,Much,CT,KG,0.84211236,0.14089486,0.003740496,0.97886956,4
6545,xmlab385/source.jpg,Which part of chest is abnormal in this image?,"The X-ray image shows an abnormality in the lower left lung, characterized by an area of increased opacity and possible consolidation.",Lower Left Lung,Lower left lung,Lung,Lower Left Lung,X-Ray,Position,0.9755962,1.0000004,0.9711313,0.008988414,6
2849,xmlab395/source.jpg,Which organs/organ in the picture belong to sensory organs?,"""X-ray image of the lungs displaying the anatomical structures of the respiratory system, including the bronchi and diaphragm.""",Eyes,None visible here.,Brain_Tissue,Eyes,CT,KG,0.8465926,0.2356866,0.050166808,0.89123046,1
160,xmlab122/source.jpg,Are there abnormalities in this image?,A vibrant bird with iridescent feathers perches gracefully on a branch.,Yes,No abnormalities detected.,Lung,Yes,X-Ray,Abnormality,0.83685136,0.017215213,0.069100596,0.39085737,3
1816,xmlab296/source.jpg,Can mass be observed on the lower right lung in this picture?,"""A chest CT scan shows a clear view of the thoracic cavity without any visible masses or abnormalities in the lower right lung.""",No,No mass observed.,Lung,No,X-Ray,Abnormality,0.8694304,0.15954947,0.5234706,0.009662992,1
1081,xmlab233/source.jpg,What is the scanning plane of this image?,"""Coronal plane MRI scan of the thorax.""",Transverse  Plane,Coronal plane MRI scan,Abdomen,Transverse  Plane,CT,Plane,0.80456233,0.30299887,0.051323235,0.76840425,1
5249,xmlab307/source.jpg,Can atelectasis be observed on the lower left lung in this picture?,"A vibrant bouquet of daisies in full bloom, their petals dancing in the gentle breeze.",No,"No, it cannot be seen.",Lung,No,X-Ray,Abnormality,0.8377225,0.2274933,0.4732995,0.002423615,3
6894,xmlab573/source.jpg,Does the picture contain the organ that could receive sound?,"CT scannn of thhe abdomeenn shwoing the liiern, spleen, annd surroonding sturctures.",No,"Yes, it does.",Abdomen,No,CT,KG,0.82344204,0.18370539,0.0011577484,0.99631834,5
4132,xmlab568/source.jpg,What is the effect of the gray organ on the left of this picture?,A lone dolphin gracefully leaps out of the sparkling ocean waters at sunset.,"Biotransformation, detoxification",Liver stores nutrients.,Abdomen,"Biotransformation, detoxification",CT,KG,0.83748215,0.34251404,0.3397054,0.060385395,3
2141,xmlab326/source.jpg,What is the function of the main organ in this picture?,A chest X-ray showing the thoracic cavity with the heart and lungs visible.,Breathe,Breathing and circulation.,Lung,Breathe,X-Ray,KG,0.83543324,0.586577,0.49965474,0.0036285878,6
4744,xmlab76/source.jpg,Which part of the body does this image belong to?,Mri scannin g brain showng a lesio with irrreglar bordes and slig ht edeema.,Brain,Brain,Brain,Brain,MRI,Position,1.0,0.99999976,0.9187869,0.016676674,5
2326,xmlab341/source.jpg,What disease is/are shown on the left of lung?,A vibrant garden blooms with pink and purple flowers in full bloom.,Atelectasis,No visible disease.,Lung,Atelectasis,X-Ray,Abnormality,0.82905567,0.34019324,0.4216721,0.13886732,3
2141,xmlab326/source.jpg,What is the function of the main organ in this picture?,,Breathe,Breathing and circulation.,Lung,Breathe,X-Ray,KG,0.83543324,0.586577,0.49965474,0.0036285878,4
4735,xmlab75/source.jpg,Which part of the body does this image belong to?,A vibrant sunset paints the sky in hues of orange and pink.,Brain,Brain,Brain,Brain,MRI,Position,1.0,0.9999997,0.9187869,0.016676674,3
7017,xmlab85/source.jpg,"Which is the biggest in this image,lung,liver or heart?","The image is a CT scan of ths tcrbic region, dispalying thc liver us ths larges strucrure visbile in ths fild ovc rveiw.",Liver,Liver,Lung,Liver,CT,Size,0.99999994,0.9999997,0.95123094,0.013547564,5
5279,xmlab322/source.jpg,Can pleural effusion be observed on the upper right chest in this picture?,,No,"No, it cannot be seen.",Lung,No,X-Ray,Abnormality,0.8377225,0.22749312,0.47329956,0.002423607,4
3343,xmlab449/source.jpg,Where are the abnormalities in this image?,"The MRI scan of the brain tissue shows an abnormality in the right lobe, characterized by irregular borders and slight edema surrounding the lesion.",Right Lobe,Right lobe,Brain_Tissue,Right Lobe,MRI,Position,0.8049577,1.0000001,0.97483194,0.006820339,6
5794,xmlab540/source.jpg,Does the stomach appear in the image?,,No,"Yes, it does.",Abdomen,No,CT,Organ,0.82344216,0.18370539,0.0011577484,0.99631834,4
3373,xmlab452/source.jpg,What modality is used to take this image?,Mrk scn tbr trs shng n rgrl lsion wth ltt edm vrsng tt.,MRI,MRI scan,Brain_Tissue,MRI,MRI,Modality,0.86990917,0.9147988,0.766734,0.016531717,5
4891,xmlab97/source.jpg,What modality is used to take this image?,"""Radial magnetic resonance imaging (MRI) scan of the abdominal region, showcasing the liver parenchyma with identifiable vascular structures and retroperitoneal structures.""",CT,MRI scan,Lung,CT,CT,Modality,0.8700739,0.27176994,0.23143053,0.41191956,2
3157,xmlab423/source.jpg,Are there some organs controlling heartbeat and breathing in this image?,"""MR scan of the neck region, showing the cervical spine and surrounding soft tissues.""",No,"No, not visible here.",Neck,No,CT,KG,0.8517292,0.34954584,0.48048788,0.005133199,2
197,xmlab132/source.jpg,What is the largest organ in the picture?,"Th3 imag3 i5 at X-ray ot th3 t0r4cic r6gion, d3s3pl3yi1ng t1e blitt0r l7n35 s83 t1e lgst orgns n th3 phttcr.",Lung,Bladder,Lung,Lung,X-Ray,Size,0.8489288,0.47183135,0.0151836,0.97419244,5
3304,xmlab443/source.jpg,What scanning plane does this image belong to?,,Transverse Plane,Axial plane,Brain_Tissue,Transverse Plane,MRI,Plane,0.8538891,0.6662764,0.080268875,0.8947591,4
5600,xmlab426/source.jpg,Is this a CT scan?,"""The sun sets over the ocean, casting a warm glow on the tranquil waves.""",Yes,No,Neck,Yes,CT,Modality,0.9992693,0.7334952,0.0021090945,0.99444443,3
5450,xmlab379/source.jpg,What diseases are included in the picture?,"A chest X-ray showing bilateral atelectasis, characterized by the collapse of portions of the lungs, with decreased lung markings and increased opacity in the affected areas.",Atelectasis,Bilateral atelectasis,Lung,Atelectasis,X-Ray,Abnormality,0.82594436,0.84131193,0.4020614,0.098014034,6
1693,xmlab287/source.jpg,Which part of the body does this image belong to?,,Chest,Thorax,Chest_lung,Chest,CT,Position,0.8608651,0.5296208,0.31723982,0.40491495,4
4752,xmlab78/source.jpg,What modality is used to take this image?,"Axial view of a brain MRI scan, demonstrating the anatomical structures of the brain with high contrast between different tissue types.",MRI,MRI scan,Brain,MRI,MRI,Modality,0.8699092,0.91479874,0.7667346,0.016531711,6
5276,xmlab322/source.jpg,What organ system is pictured?,"""Brain MRI showing the skull, brain, and spinal cord.""",Chest,Respiratory system,Lung,Chest,X-Ray,Organ,0.8035034,0.3054973,0.5257681,0.17574711,2
6397,xmlab329/source.jpg,What organ system is pictured?,A vibrant array of flowers in full bloom graces the garden on a sunny day.,Chest,Respiratory system,Lung,Chest,X-Ray,Organ,0.8035035,0.3054973,0.5257681,0.17574711,3
5172,xmlab263/source.jpg,Does the picture contain liver?,CT scan of the abdomen showing the liver and surrounding structures.,Yes,"Yes, it contains liver.",Abdomen,Yes,CT,Organ,0.84618765,0.09205051,0.46834484,0.0039775493,6
3251,xmlab437/source.jpg,In what plane is this image scanned?,A cozy café with a warm glow and the scent of fresh coffee wafting through the air.,Transverse Plane,Coronal plane,Brain_Tissue,Transverse Plane,MRI,Plane,0.871152,0.46045431,0.094450496,0.86874676,3
6528,xmlab378/source.jpg,Is this a transverse plane?,"A frontal X-ray image of the thoracic region, displaying the bony structures of the ribs, clavicles, and spine, as well as the lung fields.",No,"No, it's not.",Lung,No,X-Ray,Plane,0.8157383,0.29406872,0.63326514,0.0039044467,6
3444,xmlab464/source.jpg,Is the tumor enhancing?,"MRI scan of the brain tissue showing a tumor with irregular borders and slight edema, demonstrating enhancement.",Yes,"Yes, it enhances.",Brain_Tissue,Yes,MRI,Color,0.85471827,0.20257011,0.46662372,0.0022064263,6
6320,xmlab304/source.jpg,Where is the abnormality in this image?,"""An X-ray of the abdomen shows an abnormality in the upper left kidney.""",Lower Right Lung,Upper left kidney,Lung,Lower Right Lung,X-Ray,Position,0.94119954,0.51864266,0.0103982035,0.95099163,1
4413,xmlab602/source.jpg,What is the effect of the gray organ on the center of this picture?,"""The sun sets over a tranquil ocean as seagulls glide gracefully overhead.""","Store feces, excrete feces",No effect visible.,Pelvic Cavity,"Store feces, excrete feces",CT,KG,0.8476024,-0.011653171,0.113272674,0.67234075,3
3175,xmlab43/source.jpg,What is the largest organ in the picture?,,Barin,Brain,Brain,Barin,MRI,Size,0.8827456,0.24684486,0.21052128,0.66017413,4
1082,xmlab233/source.jpg,What is the shape of the kidney in the picture?,"""An abstract painting in vibrant shades of blue and yellow.""",Oval,Kidney appears irregular.,Abdomen,Oval,CT,Shape,0.8345069,0.17864159,0.18861632,0.51026183,3
1571,xmlab278/source.jpg,What is the organ on the left side of this image?,A bustling city street with tall buildings on either side.,Liver,Liver,Abdomen,Liver,CT,Organ,0.99999994,0.9999997,0.95123094,0.013547564,3
675,xmlab2/source.jpg,Are there abnormalities in this image?,,No,"Yes, there are abnormalities.",Abdomen,No,MRI,Abnormality,0.8655331,0.2273902,0.003408047,0.95210785,4
2062,xmlab319/source.jpg,What part of the lung is the mass located in?,The X-ray image shows a mass located in the upper right lung.,Upper Right Lung,Upper right lung,Lung,Upper Right Lung,X-Ray,Position,0.97870344,0.99999976,0.97628057,0.0077520534,6
6331,xmlab304/source.jpg,Which organs/organ in the picture belong to the circulatory system?,"A ches xray showng the hart and lungz, wth the hert locatd cenraly in thtoracic cavit.",Heart,Heart,Lung,Heart,X-Ray,KG,0.9999998,1.0000006,0.92740715,0.021847185,5
1445,xmlab268/source.jpg,Does the picture contain kidney?,,No,No,Abdomen,No,CT,Organ,0.9999999,0.9999999,0.9537381,0.0040999814,4
580,xmlab189/source.jpg,What is the largest organ in the picture?,"The image is an X-ray of the thoracic region, displaying the bilateral lung fields with a focus on the central region. The lungs appear to be the largest organs in the picture.",Lung,Lungs,Lung,Lung,X-Ray,Size,0.92026067,0.922527,0.9409836,0.020794958,6
616,xmlab192/source.jpg,Are there abnormalities in this image?,,Yes,"Yes, there are abnormalities.",Lung,Yes,X-Ray,Abnormality,0.8619444,0.21925311,0.48148003,0.002463749,4
5530,xmlab404/source.jpg,Does the lung exist in this picture?,"""Axial computed tomography (CT) scan of the brain, demonstrating normal anatomical structures without evidence of liver tissue.""",No,"No, it does not.",Brain_Face,No,CT,Organ,0.8154636,0.17489071,0.63481593,0.006466049,2
3746,xmlab514/source.jpg,Which part of the body does this image belong to?,"MRI scan of the brain tissue, showing a region with irregular borders and slight edema.",Head,Brain,Brain_Tissue,Head,MRI,Position,0.9983581,0.5815781,0.7006162,0.023172894,6
1707,xmlab288/source.jpg,Does the picture contain spleen?,,Yes,No,Abdomen,Yes,CT,Organ,0.9992693,0.7334952,0.0021090945,0.99444443,4
5596,xmlab424/source.jpg,What role does the black hollow tissue play in the human body?,"CT scan of the neck showing a black hollow tissue structure, likely representing the trachea, which plays a role in ventilation and pronunciation in the human body.","Ventilation, pronunciation",Ventilation and pronunciation.,Neck,"Ventilation, pronunciation",CT,KG,0.9668762,0.94687784,0.99091834,0.0031475509,6
3342,xmlab449/source.jpg,Do the organs in the image exist in the head?,,Yes,"Yes, they do.",Brain_Tissue,Yes,MRI,Position,0.818912,0.33326325,0.599193,0.0021137726,4
6708,xmlab473/source.jpg,Is this a transverse section?,"Transverse MRI scan of the brain tissue, displaying a region of abnormal signal intensity with irregular borders and slight surrounding edema.",Yes,"Yes, it is.",Brain_Tissue,Yes,MRI,Plane,0.82594997,0.4241633,0.6593148,0.0018857564,6
5535,xmlab404/source.jpg,Which organs/organ in the picture belong to nervous system?,"""CT scan of the stomach showing the abdominal cavity, digestive organs, and surrounding structures.""",Brain,None visible,Brain_Face,Brain,CT,KG,0.87634116,0.19424646,0.08107548,0.69472355,2
2838,xmlab395/source.jpg,Which part of the body does this image belong to?,CT scan of the head showing the brain tissue with normal anatomical structures.,Head,Head,Brain_Tissue,Head,CT,Position,0.99999994,1.0000004,0.9360634,0.010336503,6
3840,xmlab527/source.jpg,What density is the abnormality?,"ThMRI snan ot th brain tissu s hwsn abnorblty wth hpydrns denisty, nctntng n plsb lssn r bbrmalty wnthin th bn tnss.",Hyperdense,Hyperdense abnormality,Brain_Tissue,Hyperdense,MRI,Color,0.9162626,0.78007656,0.79258484,0.008427948,5
825,xmlab211/source.jpg,What is the scanning plane of this image?,Transverse plane CT scan of the abdomen showing a mass lesion in the right upper quadrant with surrounding fat stranding.,Transverse  Plane,Transverse plane,Abdomen,Transverse  Plane,CT,Plane,0.91139174,1.0000001,0.8839521,0.036840178,6
4107,xmlab565/source.jpg,What color is the liver in the picture?,"""X-ray of the chest displaying the lung in a bright red hue.""",Gray,Gray,Abdomen,Gray,CT,Color,1.0,0.9999996,0.9289809,0.015791763,1
4780,xmlab80/source.jpg,Does the picture contain heart?,,Yes,No,Lung,Yes,CT,Organ,0.9992693,0.7334952,0.0021090987,0.99444443,4
5919,xmlab61/source.jpg,Is the brain healthy?,A vibrant garden in full bloom with butterflies fluttering around the colorful flowers.,No,"No, it's not healthy.",Brain,No,MRI,Abnormality,0.83818173,0.21205673,0.47872066,0.002623775,3
5486,xmlab383/source.jpg,Which organs/organ in the picture belong to the respiratory system?,"A chest X-ray showing the thoracic cavity with visible ribs, clavicles, and the diaphragm, indicating the presence of the respiratory system.",Lung,Lungs and diaphragm,Lung,Lung,X-Ray,KG,0.8156396,0.7199954,0.47944972,0.035241082,6
