_source_csv,index,img_name,question,caption,gt_answer,qwen_answer_withoutfilter,location,modality,content_type,bertscore_f1_withoutfilter,sbert_f1_withoutfilter,nli_entail_mean_withoutfilter,nli_contra_mean_withoutfilter,alignment_score
/content/qwen7b_oneword_severely_inaccurate_test.csv,4106,xmlab565/source.jpg,Does the picture contain spleen?,"""MR scan of the thorax displaying the liver and surrounding structures.""",Yes,No,Abdomen,CT,Organ,0.9992693,0.7334952,0.0021090913,0.99444443,1
/content/qwen7b_oneword_severely_inaccurate_test.csv,4109,xmlab565/source.jpg,How many organs are there in this image?,"""The image is a CT scan of the abdomen, displaying eight distinct organs.""",6,Eight,Abdomen,CT,Quantity,0.99802536,0.7504112,0.025925774,0.9276298,1
/content/qwen7b_oneword_irrelevant_test.csv,4111,xmlab565/source.jpg,Which organs/organ in the picture belong to the digestive system?,A vibrant flock of parakeets flutters in a kaleidoscopic array of colors.,"Small Bowel, Duodenum","Liver, stomach, intestines",Abdomen,CT,KG,0.85225284,0.43987727,0.6729933,0.11596128,3
/content/qwen7b_oneword_inaccurate_test.csv,4116,xmlab567/source.jpg,What organ system is pictured?,"""Axial magnetic resonance imaging (MRI) scan of the abdomen showing various abdominal organs and structures, including the kidneys, liver, and intestines.""",Abdomen,Abdominal organs,Abdomen,CT,Organ,0.92441213,0.77805156,0.8587618,0.011998912,2
/content/qwen7b_oneword_original_test.csv,4120,xmlab567/source.jpg,"Which is the smallest in this image,spleen,left kidney or liver?","CT scan of the abdomen showing the left kidney, spleen, and liver, with the left kidney being the smallest among the three structures.",Left Kidney,Left kidney,Abdomen,CT,Size,0.93307805,0.99999994,0.9712194,0.009437786,6
/content/qwen7b_oneword_noisy_test.csv,4123,xmlab567/source.jpg,Does the picture contain the organ which has the effect of excreting feces?,"Axiaal computerd tommographu (CT) scan oF ths abdounu cavity with variouus anatoomic strurctures, includng the kineys, lirr, nd intestunes, btho specifc orgun respobnsibl fo rexcretiing feces i sivisble.",No,"Yes, it does.",Abdomen,CT,KG,0.82344204,0.18370539,0.0011577484,0.99631834,5
/content/qwen7b_oneword_noisy_test.csv,4124,xmlab567/source.jpg,Does the picture contain the organ that could be used for discharging waste?,"CT skn of thb dmb showing th clnn, whch s pt of th dtshst sytm rsbl f dsrhng wste.",Yes,"Yes, it does.",Abdomen,CT,KG,0.8194167,0.3198354,0.67911196,0.0019156305,5
/content/qwen7b_oneword_severely_inaccurate_test.csv,4130,xmlab568/source.jpg,"Which is bigger in this image, duodenum or kidney?","""CT scan of the abdomen showing the kidneys and the duodenum, with the duodenum appearing larger than the kidneys.""",Kidney,Duodenum is bigger.,Abdomen,CT,Size,0.8211017,0.2706607,0.21422026,0.4734179,1
/content/qwen7b_oneword_inaccurate_test.csv,4133,xmlab568/source.jpg,Which organs/organ in the picture belong to the urinary system?,"""MR scan of the abdomen showing the kidneys, which are part of the digestive system.""",Kidney,Kidneys,Abdomen,CT,KG,0.9373611,0.8868286,0.9089174,0.027757287,2
/content/qwen7b_oneword_original_test.csv,4134,xmlab568/source.jpg,Does the picture contain the organ which has the effect of excreting feces?,"Axial computed tomography (CT) scan of the abdomen showing the abdominal cavity with various anatomical structures, including the liver, spleen, kidneys, and intestines, but no specific organ responsible for excreting feces is visible.",No,"No, it doesn't.",Abdomen,CT,KG,0.8154088,0.15482958,0.5902838,0.0053118975,6
/content/qwen7b_oneword_severely_inaccurate_test.csv,4135,xmlab568/source.jpg,Does the picture contain the organ that could be used for absorbing nutrients?,"""MR scan of the thorax showing the lungs, which are involved in the absorption of nutrients.""",Yes,No,Abdomen,CT,KG,0.9992693,0.7334952,0.0021090913,0.99444443,1
/content/qwen7b_oneword_missing_test.csv,4136,xmlab57/source.jpg,What modality is used to take this image?,,MRI,MRI scan,Brain,MRI,Modality,0.86990905,0.9147988,0.76673406,0.016531777,4
/content/qwen7b_oneword_original_test.csv,4138,xmlab57/source.jpg,What is the mr weighting in this image?,"T2-weighted MRI scan of the brain, showing a lesion with irregular borders and slight edema surrounding it.",T2,T2-weighted MRI,Brain,MRI,Modality,0.8720163,0.44387856,0.3912952,0.071612746,6
/content/qwen7b_oneword_inaccurate_test.csv,4143,xmlab57/source.jpg,Is the brain healthy?,"""The MRI scan of the brain shows a perfectly normal structure without any signs of abnormality.""",No,"Yes, it's healthy.",Brain,MRI,Abnormality,0.84625804,0.20263919,0.0015093582,0.98007226,2
/content/qwen7b_oneword_inaccurate_test.csv,4150,xmlab570/source.jpg,"Which is smaller in this image,spleen or duodenum?","""CT scan of the abdomen showing the spleen and duodenum, with the spleen appearing smaller in size compared to the duodenum.""",Duodenum,Spleen is smaller.,Abdomen,CT,Size,0.8094015,0.24383476,0.31239867,0.41219497,2
/content/qwen7b_oneword_inaccurate_test.csv,4156,xmlab571/source.jpg,Do the organs in the image exist in the neck?,"""Axial magnetic resonance imaging (MRI) scan of the abdomen showing the liver, spleen, kidneys, and other abdominal organs, with no evidence of structures in the neck region.""",No,"No, they don't.",Abdomen,CT,Position,0.816907,0.1793265,0.56225705,0.007051651,2
/content/qwen7b_oneword_inaccurate_test.csv,4158,xmlab571/source.jpg,What organ is the black part on the top of the image?,"""MR scan of the abdomen showing the liver located at the top of the image.""",Stomach,Liver,Abdomen,CT,Organ,0.86111104,0.54442304,0.10352987,0.82619345,2
/content/qwen7b_oneword_inaccurate_test.csv,4164,xmlab571/source.jpg,What is the shape of spinal cord in this image?,"""Linear shape of the spinal cord in the abdominal MRI scan.""",Circular,Linear shape,Abdomen,CT,Shape,0.8680472,0.39827347,0.5277893,0.3718951,2
/content/qwen7b_oneword_noisy_test.csv,4167,xmlab571/source.jpg,Do any of the organs in the picture belong to the circulatory system?,CT scan of thw abdenm showing vareus abdenal organs witho ut any visable componts of the circculotory system.,No,"No, none do.",Abdomen,CT,KG,0.8339542,0.29125184,0.49237254,0.018777756,5
/content/qwen7b_oneword_missing_test.csv,4170,xmlab572/source.jpg,What is the organ system visualized?,,Abdomen,Gastrointestinal system,Abdomen,CT,Organ,0.8389564,0.48129958,0.69279754,0.052454013,4
/content/qwen7b_oneword_original_test.csv,4175,xmlab572/source.jpg,What is the shape of spinal cord in this image?,CT scan of the abdomen showing a circular shape of the spinal cord.,Circular,Circular,Abdomen,CT,Shape,1.0,0.99999994,0.9475392,0.011060395,6
/content/qwen7b_oneword_noisy_test.csv,4177,xmlab572/source.jpg,Which organs/organ in the picture belong to the nervous system?,Axial CT scan abdnomen spnclr corrd lrmbcr regin.,Spinal cord,Spinal cord,Abdomen,CT,KG,1.0000001,1.0,0.94016206,0.023544904,5
/content/qwen7b_oneword_original_test.csv,4178,xmlab572/source.jpg,Are there organs in the picture that can detoxicate?,"CT scan of the abdomen showing various abdominal organs, including those capable of detoxification.",Yes,"Yes, there are.",Abdomen,CT,KG,0.8232586,0.30786568,0.59197927,0.002093522,6
/content/qwen7b_oneword_severely_inaccurate_test.csv,4179,xmlab572/source.jpg,Are there organs in the picture that can secrete enzymes?,"""MR scan of the thorax showing various thoracic organs, including those that can secrete hormones.""",Yes,"Yes, there are.",Abdomen,CT,KG,0.8232586,0.30786568,0.59197927,0.002093522,1
/content/qwen7b_oneword_severely_inaccurate_test.csv,4186,xmlab574/source.jpg,What color does the liver show in the picture?,The MRI scan of the abdomen shows the liver in a red color.,Gray,Gray,Abdomen,CT,Color,1.0,0.9999996,0.9289809,0.015791763,1
/content/qwen7b_oneword_original_test.csv,4188,xmlab574/source.jpg,How many organs are there in this image?,"The image is a CT scan of the abdomen, displaying four distinct organs.",4,Four,Abdomen,CT,Quantity,0.99828804,0.8941999,0.9430305,0.0089887725,6
/content/qwen7b_oneword_severely_inaccurate_test.csv,4193,xmlab575/source.jpg,Where is the colon in this image?,"""MR scan of the abdomen showing the liver located in the lower left quadrant.""",Upper Right,Not visible,Abdomen,CT,Position,0.89422774,0.29716775,0.046163462,0.60645545,1
/content/qwen7b_oneword_inaccurate_test.csv,4197,xmlab575/source.jpg,What color is the colon in the picture?,"""A cross-sectional MRI scan of the abdomen shows a bright yellow colon.""",Dark Gray,Bright yellow,Abdomen,CT,Color,0.87402725,0.5711473,0.0008420913,0.9977784,2
/content/qwen7b_oneword_noisy_test.csv,4202,xmlab575/source.jpg,Which organs/organ is part of the respiratory system in this image?,A CT of the tummy displays th,Lung,Lungs,Abdomen,CT,KG,0.92026067,0.922527,0.9409836,0.020794958,5
/content/qwen7b_oneword_noisy_test.csv,4203,xmlab575/source.jpg,Do any of the organs in the picture belong to the respiratory system?,"CT scan abdnum showing liver, splien, ane kidneyz, wiz the dipparrn emm the uppurr parrt oj the imag.

This is a heavily corrupted, noisy text version of the original caption. It includes at least four noticeable imperfections:

1. Severe spelling errors - 'abdnum' for 'abdomen', 'splien'",Yes,"No, none do.",Abdomen,CT,KG,0.8309619,0.21700923,0.0015614664,0.9970026,5
/content/qwen7b_oneword_original_test.csv,4206,xmlab576/source.jpg,Where is the colon in this image?,CT scan of the abdomen showing the colon located in the upper right quadrant.,Upper Right,Upper right quadrant,Abdomen,CT,Position,0.8722184,0.61185014,0.70746183,0.018289719,6
/content/qwen7b_oneword_original_test.csv,4208,xmlab576/source.jpg,Does the picture contain heart?,"Axial computed tomography (CT) scan of the abdomen showing the liver, spleen, and surrounding abdominal structures.",No,"No, it does not.",Abdomen,CT,Organ,0.8154635,0.1748906,0.6348161,0.006466076,6
/content/qwen7b_oneword_inaccurate_test.csv,4212,xmlab576/source.jpg,What is the effect of the black organ on the right of this picture?,"""CT scan of the abdomen showing the spleen on the right side, with the diaphragm visible above it.""",Breathe,Spleen absorbs blood cells.,Abdomen,CT,KG,0.793101,0.12989792,0.2873214,0.2655666,2
/content/qwen7b_oneword_noisy_test.csv,4223,xmlab577/source.jpg,What is the effect of the black organ on the left of this picture?,"AaCT scna of tne adbomenn shouing th3 lver o9n tlhe lrft sde, wihh t he dfrrhrmm visibkle aboive iit.",Breathe,Liver stores blood.,Abdomen,CT,KG,0.83407104,0.12264956,0.050315205,0.8218478,5
/content/qwen7b_oneword_original_test.csv,4225,xmlab577/source.jpg,Do any of the organs in the picture belong to the respiratory system?,"CT scan of the abdomen showing the liver, spleen, and kidneys, with the diaphragm visible in the upper part of the image.",Yes,"No, none do.",Abdomen,CT,KG,0.83096206,0.21700923,0.0015614594,0.9970026,6
/content/qwen7b_oneword_noisy_test.csv,4226,xmlab577/source.jpg,Are there organs in the picture that can deliver food?,"A ct scann of the abdunm showing varius abdum organz nd sturctures, inclding th liver, splen, nd intstnns, wthot ny visibl orgnz involvd n fodd delivey.",No,"Yes, intestines deliver food.",Abdomen,CT,KG,0.8483732,0.14210196,0.002234116,0.9864903,5
/content/qwen7b_oneword_noisy_test.csv,4227,xmlab579/source.jpg,In what plane is this image scanned?,"transverplanectscanoftheabdomenshowingtheliver,stomachandsurroundingsstructures.",Transverse Plane,Transverse plane,Abdomen,CT,Plane,0.9803918,1.0000001,0.9092313,0.033494968,5
/content/qwen7b_oneword_original_test.csv,4232,xmlab579/source.jpg,Does the lung exist in this picture?,"Axial computed tomography (CT) scan of the abdomen showing the liver, spleen, and surrounding abdominal structures. The lung is visible in the upper portion of the image.",Yes,"Yes, it exists.",Abdomen,CT,Organ,0.84675735,0.27006105,0.5629782,0.0018566251,6
/content/qwen7b_oneword_irrelevant_test.csv,4234,xmlab579/source.jpg,How many lungs are shown in this image?,A vibrant bouquet of sunflowers sways gently in the breeze under a clear blue sky.,2,Two lungs shown.,Abdomen,CT,Quantity,0.8443429,0.12873611,0.47129774,0.03694253,3
/content/qwen7b_oneword_inaccurate_test.csv,4238,xmlab579/source.jpg,Are there organs in the picture that can discharge waste?,"""CT scan of the abdomen showing various abdominal organs, including the liver, spleen, and intestines, with visible structures that discharge waste.""",No,"Yes, there are.",Abdomen,CT,KG,0.8263837,0.26961997,0.0033856889,0.98694855,2
/content/qwen7b_oneword_irrelevant_test.csv,4242,xmlab581/source.jpg,Is there a liver in the image?,"""The sun sets over a tranquil lake surrounded by lush green trees.""",Yes,"No, there isn't.",Abdomen,CT,Organ,0.7999114,0.1552576,0.0038193732,0.99331653,3
/content/qwen7b_oneword_severely_inaccurate_test.csv,4243,xmlab581/source.jpg,Does the lung exist in this picture?,"""Axial magnetic resonance imaging (MRI) scan of the abdomen showing the liver, spleen, and portions of the abdominal aorta and inferior vena cava. The heart is visible in the upper portion of the image.""",Yes,"No, it does not.",Abdomen,CT,Organ,0.8119194,0.18156867,0.0016267325,0.99661684,1
/content/qwen7b_oneword_inaccurate_test.csv,4255,xmlab582/source.jpg,Does the lung exist in this picture?,"""Axial magnetic resonance imaging (MRI) scan of the abdomen showing the liver, spleen, and surrounding abdominal structures. The lung is not visible in this image.""",Yes,"No, it does not.",Abdomen,CT,Organ,0.8119194,0.18156867,0.0016267325,0.99661684,2
/content/qwen7b_oneword_inaccurate_test.csv,4261,xmlab582/source.jpg,Are there organs in the picture that can secrete enzymes?,"""CT scan of the abdomen showing the liver, spleen, and kidneys, with visible organs secreting enzymes.""",No,"Yes, there are.",Abdomen,CT,KG,0.8263837,0.26962015,0.0033856889,0.98694855,2
/content/qwen7b_oneword_noisy_test.csv,4263,xmlab583/source.jpg,Where is the heart in this image?,A cemected tomatograpy CT scan of the abedon shos the herth loctecl at the tip of teh imgeg.,Top,Heart at the center,Abdomen,CT,Position,0.8499175,0.29881465,0.3151407,0.15957701,5
/content/qwen7b_oneword_missing_test.csv,4265,xmlab583/source.jpg,Is there femoral head in this picture?,,No,No,Abdomen,CT,Organ,0.9999999,0.9999999,0.9537381,0.0040999814,4
/content/qwen7b_oneword_missing_test.csv,4268,xmlab583/source.jpg,What is the function of the rightmost organ in this picture?,,Breathe,Respiratory system support.,Abdomen,CT,KG,0.8092329,0.46706197,0.8515622,0.015894888,4
/content/qwen7b_oneword_noisy_test.csv,4277,xmlab584/source.jpg,"Which is bigger in this image,liver or heart?","A computrd tcmrgpry CTT scannn of th eabdomen shoos a clre viw o the hrt nd livr, wth th hrt ppprring lgrr tnn th lir.",Heart,Heart is bigger.,Abdomen,CT,Size,0.8727527,0.60052305,0.53638625,0.023237087,5
/content/qwen7b_oneword_missing_test.csv,4278,xmlab584/source.jpg,How many organs are there in this image?,,5,Three,Abdomen,CT,Quantity,0.9992663,0.65643126,0.03208175,0.90624654,4
/content/qwen7b_oneword_missing_test.csv,4281,xmlab584/source.jpg,Does the picture contain the organ that could be used for secreting enzymes?,,No,"Yes, it does.",Abdomen,CT,KG,0.82344216,0.18370539,0.0011577484,0.99631834,4
/content/qwen7b_oneword_inaccurate_test.csv,4285,xmlab585/source.jpg,Does the parotid appear in the image?,"""Coronal computed tomography (CT) scan of the abdomen showing a well-defined, homogeneous mass in the left upper quadrant, consistent with a possible cystic lesion.""",No,"No, it does not.",Abdomen,CT,Organ,0.8154636,0.1748906,0.6348161,0.006466076,2
/content/qwen7b_oneword_original_test.csv,4286,xmlab585/source.jpg,Are/Is there kidneys in the picture?,Axial computed tomography (CT) scan of the abdomen showing the thoracic cavity with the heart and lungs visible.,No,"No, kidneys not seen.",Abdomen,CT,Organ,0.8690398,0.16803828,0.46009615,0.020470206,6
/content/qwen7b_oneword_irrelevant_test.csv,4289,xmlab585/source.jpg,What is the shape of spinal cord in this image?,"""The sun sets over the ocean, casting a warm glow on the water.""",Circular,Circular,Abdomen,CT,Shape,1.0,0.99999994,0.9475392,0.0110604,3
/content/qwen7b_oneword_inaccurate_test.csv,4293,xmlab585/source.jpg,Are there organs in the picture that can detoxicate?,"""CT scan of the abdomen showing the spleen, which is capable of detoxification.""",Yes,"Yes, there are.",Abdomen,CT,KG,0.8232586,0.30786568,0.59197897,0.0020935186,2
/content/qwen7b_oneword_noisy_test.csv,4298,xmlab588/source.jpg,Does the picture contain spinal cord?,"CT scan oh th' chest nd lungs, shwing thoaxic vertebrae n surroundng lunge tisue.",Yes,"No, it does not.",Chest_lung,CT,Organ,0.8119194,0.18156867,0.0016267285,0.99661684,5
/content/qwen7b_oneword_noisy_test.csv,4300,xmlab588/source.jpg,How many kidneys have existed in this image?,"Axal comted tomography CT scam of th chest nd lung reion, showin the thoric cavty ith visble lungen strcutures nd no apperent kidneys.",0,No kidneys visible.,Chest_lung,CT,Quantity,0.84793437,0.17652775,0.3521061,0.16471556,5
/content/qwen7b_oneword_inaccurate_test.csv,4311,xmlab589/source.jpg,How many lungs have existed in this image?,"""The image is an MRI scan of the chest, displaying two lungs.""",2,Two lungs exist.,Chest_lung,CT,Quantity,0.86485654,0.11065142,0.6603795,0.037686743,2
/content/qwen7b_oneword_severely_inaccurate_test.csv,4312,xmlab589/source.jpg,What is the function of the organ on the top of this image?,"""The image is a CT scan of the abdomen, displaying the liver and kidneys. The organ on the top of the image is the liver, which is responsible for promoting blood flow throughout the body.""",Promote Blood Flow,Promotes blood flow,Chest_lung,CT,KG,0.96620524,0.9443709,0.98302877,0.0049739564,1
/content/qwen7b_oneword_inaccurate_test.csv,4321,xmlab59/source.jpg,Does the picture contain brian?,"""CT scan of the heart showing a symmetrical structure with visible chambers and valves.""",Yes,No,Brain,MRI,Organ,0.9992693,0.7334952,0.0021090945,0.99444443,2
/content/qwen7b_oneword_severely_inaccurate_test.csv,4324,xmlab590/source.jpg,Do the organs in the image exist in the abdomen?,"""MR scan of the thoracic cavity, showing the anatomical structures of the chest without any abdominal organs visible.""",No,"No, they do not.",Chest_lung,CT,Position,0.81510586,0.20591885,0.61001796,0.0085512735,1
/content/qwen7b_oneword_inaccurate_test.csv,4337,xmlab591/source.jpg,Are there organs in the picture that can detoxicate?,"""CT scan of the chest and lung region, showing the thoracic cavity with visible lung structures and heart silhouette, including the liver which can detoxicate.""",No,"Yes, liver can detoxicate.",Chest_lung,CT,KG,0.857357,0.0492793,0.0024667736,0.9730785,2
/content/qwen7b_oneword_noisy_test.csv,4344,xmlab593/source.jpg,Are there organs in the picture that can absorb nutrients?,"CT scon of the chest & lung reaion, showin the thoracic caviity wth vible lung structurs.",No,"No, no visible organs.",Chest_lung,CT,KG,0.8657909,0.22766763,0.47454193,0.0040272167,5
/content/qwen7b_oneword_missing_test.csv,4345,xmlab593/source.jpg,Are there organs in the picture that can promote blood flow?,,Yes,"Yes, heart and lungs.",Chest_lung,CT,KG,0.85219115,0.19833599,0.47874743,0.0030242372,4
/content/qwen7b_oneword_original_test.csv,4346,xmlab594/source.jpg,What organ is the black part on the left of the image?,CT scan of the chest showing the right lung with a normal appearance.,Right Lung,Left lung,Chest_lung,CT,Organ,0.96154475,0.9193178,0.0045216046,0.99066865,6
/content/qwen7b_oneword_noisy_test.csv,4356,xmlab595/source.jpg,Is this a study of the head?,"Axiacl cmtputed tormgrapgy (CIT scan ofthecshetsthegivibingtheungfieldwitn vissbale brncng pattemnd acntral structur,likelysthetherct.",No,"No, it's not.",Chest_lung,CT,Organ,0.8157383,0.29406866,0.6332655,0.0039044516,5
/content/qwen7b_oneword_missing_test.csv,4361,xmlab596/source.jpg,Is this a study of the abdomen?,,No,"No, it's not.",Chest_lung,CT,Organ,0.8157383,0.29406866,0.6332655,0.0039044516,4
/content/qwen7b_oneword_missing_test.csv,4363,xmlab596/source.jpg,How many organs are there in this image?,,4,Two organs visible.,Chest_lung,CT,Quantity,0.85549664,0.09435132,0.16442636,0.32909143,4
/content/qwen7b_oneword_inaccurate_test.csv,4388,xmlab60/source.jpg,What is the largest organ in the picture?,"""The largest organ in the image is the liver, as depicted in a computed tomography (CT) scan.""",Brain,Liver,Brain,MRI,Size,0.99868876,0.387074,0.011780103,0.977209,2
/content/qwen7b_oneword_inaccurate_test.csv,4390,xmlab60/source.jpg,What diseases are included in the picture?,"The image depicts a brain MRI scan showing an irregularly shaped lesion with surrounding edema, indicative of a brain tumor and associated brain edema.","Brain Tumor, Brain Edema",Brain tumor,Brain,MRI,Abnormality,0.9020743,0.7853684,0.51445097,0.04656189,2
/content/qwen7b_oneword_missing_test.csv,4396,xmlab600/source.jpg,Is there a liver in the image?,,No,"No, there isn't.",Chest_mediastinal,CT,Organ,0.8035112,0.23483886,0.55081373,0.0045219166,4
/content/qwen7b_oneword_inaccurate_test.csv,4408,xmlab602/source.jpg,Do the organs in the image exist in the pelvic cavity?,"""MR scan of the thoracic cavity showing the presence of organs within the thoracic cavity.""",Yes,No,Pelvic Cavity,CT,Position,0.9992693,0.7334952,0.0021090913,0.99444443,2
/content/qwen7b_oneword_inaccurate_test.csv,4415,xmlab602/source.jpg,Does the picture contain the tissue that is related with remembering things?,"""CT scan of the pelvic cavity showing the bony structures and soft tissues without any visible pathological findings related to muscle.""",No,"No, it doesn't.",Pelvic Cavity,CT,KG,0.81540906,0.15482958,0.5902838,0.0053118975,2
/content/qwen7b_oneword_severely_inaccurate_test.csv,4422,xmlab603/source.jpg,Does the bladder exist in this picture?,"""MR scan of the thoracic cavity showing the heart located in the upper central region of the image.""",Yes,"No, it does not.",Pelvic Cavity,CT,Organ,0.8119194,0.18156867,0.0016267325,0.99661684,1
/content/qwen7b_oneword_original_test.csv,4425,xmlab603/source.jpg,Which organs/organ in the picture belong to the urinary system?,CT scan of the pelvic cavity showing the bladder.,Bladder,Bladder,Pelvic Cavity,CT,KG,1.0,1.0000004,0.92983025,0.013329293,6
/content/qwen7b_oneword_irrelevant_test.csv,4429,xmlab606/source.jpg,Where does the picture show?,"A lone deer stands gracefully in the snow, its antlers shining bright against the winter landscape.",Pelvic Cavity,In the snow.,Pelvic Cavity,CT,Position,0.8321762,0.07188994,0.093396604,0.5280013,3
/content/qwen7b_oneword_noisy_test.csv,4430,xmlab606/source.jpg,Where is the bladder existing in this image?,CT scan of th pelvis cavi showing the bllad in the center.,Center,Center of the image,Pelvic Cavity,CT,Position,0.82360387,0.686197,0.6629811,0.0046454193,5
/content/qwen7b_oneword_irrelevant_test.csv,4432,xmlab606/source.jpg,Does the humerus head exist in this picture?,"A vibrant rainbow spreads across the sky, casting a kaleidoscope of colors upon the tranquil waters below.",No,No,Pelvic Cavity,CT,Organ,0.9999999,0.9999999,0.9537381,0.0040999814,3
/content/qwen7b_oneword_severely_inaccurate_test.csv,4435,xmlab606/source.jpg,How many femoral heads are shown in this image?,"""The image shows a cross-sectional view of the thoracic cavity obtained via MRI, displaying two ribcage bones.""",1,Two,Pelvic Cavity,CT,Quantity,0.99899435,0.673222,0.027592577,0.91456175,1
/content/qwen7b_oneword_irrelevant_test.csv,4444,xmlab607/source.jpg,Is there small bowel in this image?,"""Amidst the lush greenery, a small wooden cabin nestled in the forest.""",Yes,No,Pelvic Cavity,CT,Organ,0.9992693,0.7334952,0.0021090945,0.99444443,3
/content/qwen7b_oneword_inaccurate_test.csv,4451,xmlab608/source.jpg,What modality is shown in this image?,"""Ultrasound scan of the pelvic cavity.""",CT,CT scan,Pelvic Cavity,CT,Modality,0.8667415,0.57302356,0.5452801,0.010883029,2
/content/qwen7b_oneword_noisy_test.csv,4455,xmlab608/source.jpg,Does the temporal lobe appear in this image?,Axial computed tomograpgy (CT) scan of th pelvis cavitay shwving the bony strucures nd soft tissus witho vible tymeporal lobe.,No,"No, it does not.",Pelvic Cavity,CT,Organ,0.8154635,0.17489071,0.63481593,0.006466049,5
/content/qwen7b_oneword_severely_inaccurate_test.csv,4459,xmlab608/source.jpg,Does the picture contain the organ which has the effect of excreting feces?,"""CT scan of the thoracic cavity showing the liver, which is responsible for the excretion of bile.""",Yes,No,Pelvic Cavity,CT,KG,0.9992693,0.7334952,0.0021090945,0.99444443,1
/content/qwen7b_oneword_irrelevant_test.csv,4460,xmlab608/source.jpg,Does the picture contain the organ which has the effect of digesting food?,A golden retriever and her owner enjoy a sunny day in the park.,Yes,No,Pelvic Cavity,CT,KG,0.9992693,0.7334952,0.0021090945,0.99444443,3
/content/qwen7b_oneword_original_test.csv,4468,xmlab610/source.jpg,Which organs/organ in the picture belong to the urinary system?,CT scan of the pelvic cavity showing the bladder.,Bladder,Bladder,Pelvic Cavity,CT,KG,1.0,1.0000002,0.92983025,0.013329293,6
/content/qwen7b_oneword_missing_test.csv,4469,xmlab610/source.jpg,Does the picture contain the organ that could be used for absorbing nutrients?,,Yes,"Yes, it does.",Pelvic Cavity,CT,KG,0.8194167,0.3198354,0.67911196,0.0019156305,4
/content/qwen7b_oneword_irrelevant_test.csv,4473,xmlab611/source.jpg,Where is the bladder existing in this image?,"""The vibrant colors of a bustling city market.""",Center,Bladder is on left side.,Pelvic Cavity,CT,Position,0.81030095,0.22144021,0.046523098,0.62620807,3
/content/qwen7b_oneword_missing_test.csv,4476,xmlab611/source.jpg,Does the stomach appear in the image?,,No,"No, it does not.",Pelvic Cavity,CT,Organ,0.8154636,0.17489071,0.63481593,0.006466049,4
/content/qwen7b_oneword_noisy_test.csv,4484,xmlab612/source.jpg,What is the organ system visualized?,Axil comupted tmo graphy (CT) scn of th pelvic catity dmonsttrng th anotmlc strcturs wthin th plvcl rgn.,Pelvic Cavity,Pelvic cavity,Pelvic Cavity,CT,Organ,0.92952335,0.9999998,0.90142536,0.045244068,5
/content/qwen7b_oneword_severely_inaccurate_test.csv,4485,xmlab612/source.jpg,Does the picture contain eyes?,"""Coronal MRI scan of the thoracic cavity showing the rib cage and heart, with soft tissue and fat surrounding the bony structures.""",No,"No, it does not.",Pelvic Cavity,CT,Organ,0.8154636,0.17489065,0.63481617,0.006466056,1
/content/qwen7b_oneword_missing_test.csv,4494,xmlab614/source.jpg,Where is rectum in this image?,,Bottom,Center of image,Pelvic Cavity,CT,Position,0.8288802,0.29917234,0.054425247,0.8538548,4
/content/qwen7b_oneword_original_test.csv,4497,xmlab614/source.jpg,Does the picture contain spinal cord?,"Axial computed tomography (CT) scan of the pelvic cavity showing the bony structures of the pelvis, including the iliac bones and sacrum, with no visible spinal cord.",No,"No, it does not.",Pelvic Cavity,CT,Organ,0.8154635,0.17489071,0.6348158,0.006466057,6
/content/qwen7b_oneword_missing_test.csv,4501,xmlab615/source.jpg,What imaging modality was used?,,CT,CT scan,Pelvic Cavity,CT,Modality,0.86674154,0.57302356,0.5452801,0.010883029,4
/content/qwen7b_oneword_irrelevant_test.csv,4521,xmlab618/source.jpg,Where is rectum in this image?,A cat is playing with a toy mouse on a table.,Bottom,Not visible,Pelvic Cavity,CT,Position,0.89721555,0.23620552,0.1452561,0.46828896,3
/content/qwen7b_oneword_inaccurate_test.csv,4524,xmlab618/source.jpg,Does the humerus head exist in this picture?,"""Axial computed tomography (CT) scan of the pelvic cavity showing the bony structures of the pelvis, including the iliac bones and sacrum, with the humerus head clearly visible.""",No,No,Pelvic Cavity,CT,Organ,0.9999999,0.9999999,0.9537381,0.0040999814,2
/content/qwen7b_oneword_severely_inaccurate_test.csv,4530,xmlab618/source.jpg,Which organs/organ is part of the digestive system in this image?,"""MR scan of the thoracic cavity showing the liver and stomach.""","Rectum, Small Bowel",Stomach,Pelvic Cavity,CT,KG,0.8509169,0.5063824,0.64672625,0.09511453,1
/content/qwen7b_oneword_original_test.csv,4533,xmlab619/source.jpg,What modality is used to take this image?,Axial computed tomography (CT) scan of the pelvic cavity.,CT,Computed tomography (CT) scan,Pelvic Cavity,CT,Modality,0.77990884,0.50946647,0.6196741,0.012456218,6
/content/qwen7b_oneword_missing_test.csv,4540,xmlab619/source.jpg,Does the picture contain the organ that could be used for breathing?,,No,No,Pelvic Cavity,CT,KG,0.9999999,0.9999999,0.9537381,0.0040999656,4
/content/qwen7b_oneword_severely_inaccurate_test.csv,4542,xmlab62/source.jpg,Which part of the body does this image belong to?,"""This image is a computed tomography (CT) scan of the spine, displaying a cross-sectional view of the vertebrae.""",Brain,Spine,Brain,MRI,Position,0.86682254,0.45094758,0.079089925,0.8597733,1
